Port,Size_MB,Latency_ms
5555,0.0477314,0.100247
5555,0.0477924,0.099945
5555,0.0478535,0.106228
5555,0.0479145,0.124607
5555,0.0479755,0.115885
5555,0.0480366,0.113575
5555,0.0480976,0.10748
5555,0.0481586,0.095418
5555,0.0482197,0.106592
5555,0.0482807,0.109524
5555,0.0483418,0.109163
5555,0.0484028,0.100967
5555,0.0484638,0.098092
5555,0.0485249,0.105476
5555,0.0485859,0.117709
5555,0.0486469,0.116517
5555,0.048708,0.122138
5555,0.048769,0.122387
5555,0.04883,0.124758
5555,0.0488911,0.098914
5555,0.0489521,0.123215
5555,0.0490131,0.11492
5555,0.0490742,0.109177
5555,0.0491352,0.106458
5555,0.0491962,0.10217
5555,0.0492573,0.101058
5555,0.0493183,0.100327
5555,0.0493793,0.17997
5555,0.0494404,0.162512
5555,0.0495014,0.187335
5555,0.0495625,0.118982
5555,0.0496235,0.114142
5555,0.0496845,0.106243
5555,0.0497456,0.113926
5555,0.0498066,0.137439
5555,0.0498676,0.145555
5555,0.0499287,0.128542
5555,0.0499897,0.109013
5555,0.0500507,0.112252
5555,0.0501118,0.113361
5555,0.0501728,0.118971
5555,0.0502338,0.111849
5555,0.0502949,0.109734
5555,0.0503559,0.12396
5555,0.0504169,0.119523
5555,0.050478,0.124237
5555,0.050539,0.129156
5555,0.0506001,0.124792
5555,0.0506611,0.103052
5555,0.0507221,0.103823
5555,0.0507832,0.11331
5555,0.0508442,0.100687
5555,0.0509052,0.108091
5555,0.0509663,0.100888
5555,0.0510273,0.100167
5555,0.0510883,0.124732
5555,0.0511494,0.115575
5555,0.0512104,0.109603
5555,0.0512714,0.103141
5555,0.0513325,0.10743
5555,0.0513935,0.099606
5555,0.0514545,0.099164
5555,0.0515156,0.117979
5555,0.0515766,0.114563
5555,0.0516376,0.114864
5555,0.0516987,0.100296
5555,0.0517597,0.121556
5555,0.0518208,0.11279
5555,0.0518818,0.119061
5555,0.0519428,0.115315
5555,0.0520039,0.136648
5555,0.0520649,0.127426
5555,0.0521259,0.115535
5555,0.052187,0.114978
5555,0.052248,0.12334
5555,0.052309,0.114112
5555,0.0523701,0.103132
5555,0.0524311,0.111468
5555,0.0524921,0.099405
5555,0.0525532,0.103372
