Port,Size_MB,Latency_ms
5555,0.01581,0.08591
5555,0.015871,0.079899
5555,0.0159321,0.091891
5555,0.0159931,0.090228
5555,0.0160542,0.082224
5555,0.0161152,0.089607
5555,0.0161762,0.088194
5555,0.0162373,0.104555
5555,0.0162983,0.111898
5555,0.0163593,0.087122
5555,0.0164204,0.090559
5555,0.0164814,0.094907
5555,0.0165424,0.097877
5555,0.0166035,0.108993
5555,0.0166645,0.119722
5555,0.0167255,0.123019
5555,0.0167866,0.111759
5555,0.0168476,0.10247
5555,0.0169086,0.089707
5555,0.0169697,0.092151
5555,0.0170307,0.092051
5555,0.0170918,0.105676
5555,0.0171528,0.081161
5555,0.0172138,0.078045
5555,0.0172749,0.087152
5555,0.0173359,0.090217
5555,0.0173969,0.096139
5555,0.017458,0.078776
5555,0.017519,0.094285
5555,0.01758,0.088535
5555,0.0176411,0.101499
5555,0.0177021,0.091921
5555,0.0177631,0.087302
5555,0.0178242,0.081311
5555,0.0178852,0.077103
5555,0.0179462,0.092763
5555,0.0180073,0.158545
5555,0.0180683,0.168479
5555,0.0181293,0.091413
5555,0.0181904,0.082423
5555,0.0182514,0.089286
5555,0.0183125,0.097211
5555,0.0183735,0.108412
5555,0.0184345,0.09659
5555,0.0184956,0.084608
5555,0.0185566,0.100577
5555,0.0186176,0.095033
5555,0.0186787,0.112506
5555,0.0187397,0.23254
5555,0.0188007,0.145738
5555,0.0188618,0.095444
5555,0.0189228,0.089247
5555,0.0189838,0.100828
5555,0.0190449,0.094773
5555,0.0191059,0.085326
5555,0.0191669,0.102661
5555,0.019228,0.097852
5555,0.019289,0.086718
5555,0.0193501,0.087232
5555,0.0194111,0.091119
5555,0.0194721,0.090789
5555,0.0195332,0.093323
5555,0.0195942,0.08622
5555,0.0196552,0.095317
5555,0.0197163,0.093754
5555,0.0197773,0.102972
5555,0.0198383,0.092862
5555,0.0198994,0.096329
5555,0.0199604,0.101826
5555,0.0200214,0.084734
5555,0.0200825,0.092903
5555,0.0201435,0.106983
5555,0.0202045,0.101116
5555,0.0202656,0.11995
5555,0.0203266,0.272464
5555,0.0203876,0.095548
5555,0.0204487,0.103918
5555,0.0205097,0.108768
5555,0.0205708,0.110189
5555,0.0206318,0.095608
5555,0.0206928,0.092392
5555,0.0207539,0.103237
5555,0.0208149,0.101328
5555,0.0208759,0.088374
5555,0.020937,0.096961
5555,0.020998,0.093503
5555,0.021059,0.072024
5555,0.0211201,0.076078
5555,0.0211811,0.078887
5555,0.0212421,0.089096
5555,0.0213032,0.092903
5555,0.0213642,0.106168
5555,0.0214252,0.092402
5555,0.0214863,0.093494
5555,0.0215473,0.083376
